Q1,NumTheaters,ProductionBudget,Q2,Nom,G,Title,Oscar,PG13,NC17,ReleaseDate,ReleaseLength,R,PG,Q4,Win,Rating,Unrated,Runtime,Q3,TotalBoxOffice
1,3594,48000000,0,0,0,Taken 3,0,1,0,"January 9, 2015",126,0,0,0,0,PG-13,0,109,0,89256424
0,2975,38000000,0,0,0,The Ugly Truth,0,0,0,"July 24, 2009",77,1,0,0,0,R,0,96,1,88915214
0,8,14000000,0,0,0,An Everlasting Piece,0,0,0,"December 22, 2000",28,1,0,1,0,R,0,103,0,75228
0,2534,25000000,0,1,0,The Fighter,1,0,0,"December 10, 2010",112,1,0,1,0,R,0,114,0,93617009
0,3371,34000000,1,0,0,The Longest Ride,0,1,0,"April 10, 2015",91,0,0,0,0,PG-13,0,139,0,37446117
0,3044,25000000,0,0,0,The Counselor,0,0,0,"October 25, 2013",84,1,0,1,0,R,0,117,0,16973715
0,3505,178000000,1,0,0,Edge of Tomorrow,0,1,0,"June 6, 2014",98,0,0,0,0,PG-13,0,113,0,100206256
0,3595,100000000,0,0,0,Hercules (2014),0,1,0,"July 25, 2014",84,0,0,0,0,PG-13,0,98,1,72688614
0,1411,25000000,0,1,0,Finding Neverland,1,0,0,"November 12, 2004",168,0,1,1,0,PG,0,101,0,51680613
0,1652,3000000,0,0,0,Waiting...,0,0,0,"October 7, 2005",42,1,0,1,0,R,0,93,0,16124543
0,2591,3000000,1,0,0,The Purge,0,0,0,"June 7, 2013",63,1,0,0,0,R,0,85,0,64473115
1,2240,20000000,0,0,0,One Missed Call,0,1,0,"January 4, 2008",70,0,0,0,0,PG-13,0,87,0,26890041
0,3940,150000000,1,0,1,Ratatouille,0,0,0,"June 29, 2007",168,0,0,0,0,G,0,111,0,206445654
0,2542,3000000,0,0,0,Sinister,0,0,0,"October 12, 2012",84,1,0,1,0,R,0,110,0,48086903
1,2950,36000000,0,0,0,Hall Pass,0,0,0,"February 25, 2011",77,1,0,0,0,R,0,98,0,45060734
0,25,8000000,1,0,0,Brooklyn Rules,0,0,0,"May 11, 2007",84,1,0,0,0,R,0,95,0,458232
0,3352,60000000,0,0,0,Jack Reacher,0,1,0,"December 21, 2012",91,0,0,1,0,PG-13,0,130,0,80070736
0,2489,13000000,1,0,0,Phone Booth,0,0,0,"April 4, 2003",119,1,0,0,0,R,0,81,0,46566212
0,168,21000000,1,0,0,The Beaver,0,1,0,"May 6, 2011",56,0,0,0,0,PG-13,0,91,0,970816
0,3755,150000000,1,0,0,Dark Shadows,0,1,0,"May 11, 2012",98,0,0,0,0,PG-13,0,113,0,79727149
1,2104,70000000,0,0,0,The Legend of Hercules,0,1,0,"January 10, 2014",63,0,0,0,0,PG-13,0,99,0,18848538
1,2755,50000000,0,0,0,Shanghai Knights,0,1,0,"February 7, 2003",126,0,0,0,0,PG-13,0,114,0,60476872
1,3848,95000000,0,0,0,Cinderella (2015),0,0,0,"March 13, 2015",189,0,1,0,0,PG,0,112,0,201151353
0,3870,75000000,0,0,0,Tower Heist,0,1,0,"November 4, 2011",91,0,0,1,0,PG-13,0,104,0,78046570
1,2872,28000000,0,0,0,3 Days to Kill,0,1,0,"February 21, 2014",84,0,0,0,0,PG-13,0,117,0,30697999
0,3352,65000000,0,0,1,The Santa Clause 2,0,0,0,"November 1, 2002",98,0,0,1,0,G,0,105,0,139236327
0,89,19100000,0,0,0,The Devil's Double,0,0,0,"July 29, 2011",63,1,0,0,0,R,0,108,1,1361512
1,3353,40000000,0,0,0,Escape From Planet Earth,0,0,0,"February 15, 2013",161,0,1,0,0,PG,0,89,0,57012977
0,817,20000000,1,0,0,The Love Letter,0,1,0,"May 21, 1999",63,0,0,0,0,PG-13,0,99,0,8302478
0,3654,150000000,0,0,0,Bolt,0,0,0,"November 21, 2008",98,0,1,1,0,PG,0,96,0,114053579
1,1305,25000000,0,0,0,Stop-Loss,0,0,0,"March 28, 2008",84,1,0,0,0,R,0,113,0,10915744
1,2896,20000000,0,0,0,Endless Love (2014),0,1,0,"February 14, 2014",35,0,0,0,0,PG-13,0,103,0,23438250
0,2545,30000000,1,0,0,Hanna,0,1,0,"April 8, 2011",91,0,0,0,0,PG-13,0,111,0,40259119
0,1738,15000000,0,0,0,Whip It,0,1,0,"October 2, 2009",70,0,0,1,0,PG-13,0,111,0,13043363
0,3014,10000000,1,0,0,Insidious Chapter 3,0,1,0,"June 5, 2015",70,0,0,0,0,PG-13,0,97,0,52218558
0,3155,5000000,0,0,0,Insidious Chapter 2,0,1,0,"September 13, 2013",98,0,0,0,0,PG-13,0,105,1,83586447
1,2238,35000000,0,0,0,Parker,0,0,0,"January 25, 2013",70,1,0,0,0,R,0,118,0,17616641
1,4065,135000000,0,0,0,The Croods,0,0,0,"March 22, 2013",182,0,1,0,0,PG,0,98,0,187168425
1,2529,16000000,0,0,0,The Messengers,0,1,0,"February 2, 2007",49,0,0,0,0,PG-13,0,90,0,35374833
0,2971,32000000,1,0,0,Source Code,0,1,0,"April 1, 2011",105,0,0,0,0,PG-13,0,94,0,54712227
0,3553,75000000,0,0,0,Monster House,0,0,0,"July 21, 2006",98,0,1,0,0,PG,0,91,1,73661010
0,17,13000000,1,0,0,The Killer Inside Me,0,0,0,"June 18, 2010",63,1,0,0,0,R,0,109,0,217277
0,2218,25000000,0,1,0,Up in the Air,1,0,0,"December 4, 2009",126,1,0,1,0,R,0,109,0,83823381
0,47,9000000,1,0,0,Princess Kaiulani,0,0,0,"May 14, 2010",140,0,1,0,0,PG,0,97,0,883887
0,1922,18000000,0,0,0,Love Happens,0,1,0,"September 18, 2009",49,0,0,0,0,PG-13,0,109,1,22965110
0,3820,100000000,0,1,0,Gravity,1,1,0,"October 4, 2013",217,0,0,1,0,PG-13,0,91,0,274092705
0,18,10000000,0,0,0,Gentlemen Broncos,0,1,0,"October 30, 2009",42,0,0,1,0,PG-13,0,89,0,113682
0,3349,58000000,0,0,0,Red,0,1,0,"October 15, 2010",112,0,0,1,0,PG-13,0,111,0,90380162
1,3163,40000000,0,0,0,Vantage Point,0,1,0,"February 22, 2008",63,0,0,0,0,PG-13,0,90,0,72266306
0,2585,41000000,0,0,0,8 Mile,0,0,0,"November 8, 2002",140,1,0,1,0,R,0,118,0,116750901
0,27,3000000,0,0,0,Christmas in the Clouds,0,0,0,"November 4, 2005",63,0,1,1,0,PG,0,96,0,279225
0,45,2000000,1,0,0,Meek's Cutoff,0,0,0,"April 8, 2011",140,0,1,0,0,PG,0,104,0,977772
0,3084,10800000,0,0,0,Saw V,0,0,0,"October 24, 2008",49,1,0,1,0,R,0,88,0,56746769
0,4349,220000000,1,0,0,Marvel's The Avengers,0,1,0,"May 4, 2012",154,0,0,0,0,PG-13,0,142,0,623357910
0,2938,140000000,0,0,0,The Last Samurai,0,0,0,"December 5, 2003",126,1,0,1,0,R,0,154,0,111127263
0,857,11000000,0,0,0,September Dawn,0,0,0,"August 24, 2007",21,1,0,0,0,R,0,110,1,1066555
0,2419,1500000,1,0,0,Insidious,0,1,0,"April 1, 2011",161,0,0,0,0,PG-13,0,98,0,54009150
1,14,5000000,0,0,0,Waiting for Forever,0,1,0,"February 4, 2011",14,0,0,0,0,PG-13,0,94,0,25517
1,2910,33000000,0,0,0,Bringing Down the House,0,1,0,"March 7, 2003",168,0,0,0,0,PG-13,0,105,0,132716677
1,3,40000,0,0,0,The Exploding Girl,0,0,0,"March 12, 2010",42,0,0,0,0,Unrated,1,79,0,25572
0,4324,258000000,1,0,0,Spider-Man 3,0,1,0,"May 4, 2007",112,0,0,0,0,PG-13,0,140,0,336530303
0,3242,35000000,1,0,0,Poltergeist (2015),0,1,0,"May 22, 2015",77,0,0,0,0,PG-13,0,93,0,47425125
0,3030,100000000,0,0,0,Eragon,0,0,0,"December 15, 2006",119,0,1,1,0,PG,0,99,0,75030163
0,3330,5000000,0,0,0,Apollo 18,0,1,0,"September 2, 2011",84,0,0,0,0,PG-13,0,86,1,17687709
0,20,2900000,0,0,0,Freakonomics,0,1,0,"October 1, 2010",63,0,0,1,0,PG-13,0,85,0,101270
1,3189,65000000,0,0,0,This Means War,0,1,0,"February 17, 2012",119,0,0,0,0,PG-13,0,97,0,54760791
0,16,1200000,1,0,0,Come Away Home,0,0,0,"May 6, 2005",126,0,1,0,0,PG,0,102,0,72810
1,3122,40000000,0,0,0,Eight Below,0,0,0,"February 17, 2006",105,0,1,0,0,PG,0,112,0,81612565
0,2820,88000000,1,0,0,Cinderella Man,0,1,0,"June 3, 2005",189,0,0,0,0,PG-13,0,144,0,61649911
0,3049,20000000,1,0,0,Bad Teacher,0,0,0,"June 24, 2011",112,1,0,0,0,R,0,89,0,100292856
1,2161,13000000,0,0,0,Admission,0,1,0,"March 22, 2013",77,0,0,0,0,PG-13,0,117,0,18007317
0,713,25000000,0,0,1,Fly Me to the Moon,0,0,0,"August 15, 2008",287,0,0,0,0,G,0,87,1,13816982
0,3115,20000000,0,0,0,The Conjuring,0,0,0,"July 19, 2013",105,1,0,0,0,R,0,112,1,137400141
0,2890,50000000,0,0,0,Law Abiding Citizen,0,0,0,"October 16, 2009",112,1,0,1,0,R,0,108,0,73357727
1,2870,25000000,0,0,0,Contraband,0,0,0,"January 13, 2012",63,1,0,0,0,R,0,110,0,66528000
0,2212,26000000,0,0,0,Case 39,0,0,0,"October 1, 2010",49,1,0,1,0,R,0,109,0,13261851
0,3113,50000000,0,0,0,The Book of Life (2014),0,0,0,"October 17, 2014",133,0,1,1,0,PG,0,95,0,50151543
0,2634,20000000,1,0,0,Obsessed,0,1,0,"April 24, 2009",56,0,0,0,0,PG-13,0,105,0,68261644
0,2899,38000000,1,0,0,The Fast and the Furious,0,1,0,"June 22, 2001",133,0,0,0,0,PG-13,0,106,0,144533925
0,4028,200000000,1,0,1,Toy Story 3,0,0,0,"June 18, 2010",168,0,0,0,0,G,0,103,0,415004880
0,2310,30000000,1,0,0,Alex and Emma,0,1,0,"June 20, 2003",56,0,0,0,0,PG-13,0,100,0,14218698
0,3045,33000000,0,0,0,Gran Torino,0,0,0,"December 12, 2008",189,1,0,1,0,R,0,116,0,148095302
1,2313,38000000,0,0,0,Push,0,1,0,"February 6, 2009",98,0,0,0,0,PG-13,0,111,0,31811527
0,1756,15000000,0,0,0,The Artist,1,1,0,"November 25, 2011",210,0,0,1,1,PG-13,0,100,0,44671682
1,2574,30000000,0,0,0,Coach Carter,0,1,0,"January 14, 2005",112,0,0,0,0,PG-13,0,134,0,67264877
0,199,3500000,0,0,0,Margin Call,0,0,0,"October 21, 2011",119,1,0,1,0,R,0,109,0,5354039
0,2964,25000000,1,0,0,What a Girl Wants,0,0,0,"April 4, 2003",91,0,1,0,0,PG,0,104,0,36105433
1,2164,50000000,0,0,0,Death to Smoochy,0,0,0,"March 29, 2002",42,1,0,0,0,R,0,109,0,8364691
0,1225,12000000,0,1,0,Philomena,1,1,0,"November 22, 2013",182,0,0,1,0,PG-13,0,95,0,37709979
0,113,10000000,0,0,0,The Gospel of John,0,1,0,"September 26, 2003",203,0,0,0,0,PG-13,0,173,1,4069090
1,244,10000000,0,0,0,The Runaways,0,0,0,"March 19, 2010",77,1,0,0,0,R,0,109,0,3573673
0,2506,33000000,0,0,0,Pandorum,0,0,0,"September 25, 2009",56,1,0,0,0,R,0,108,1,10330853
0,2649,45000000,0,0,0,Four Brothers,0,0,0,"August 12, 2005",105,1,0,0,0,R,0,108,1,74494381
0,2135,18000000,0,0,0,Getaway (2013),0,1,0,"August 30, 2013",35,0,0,0,0,PG-13,0,94,1,10501938
0,3505,200000000,1,0,0,Robin Hood,0,1,0,"May 14, 2010",84,0,0,0,0,PG-13,0,148,0,105269730
0,58,1100,0,0,0,My Date with Drew,0,0,0,"August 5, 2005",14,0,1,0,0,PG,0,90,1,181041
0,178,25000000,1,0,0,La Vie en Rose,0,1,0,"June 8, 2007",308,0,0,0,0,PG-13,0,136,0,10301706
0,1498,70000000,0,1,0,Munich,1,0,0,"December 23, 2005",98,1,0,1,0,R,0,164,0,47403685
0,1725,15000000,0,0,0,One Day,0,1,0,"August 19, 2011",35,0,0,0,0,PG-13,0,107,1,13843771
0,2745,35000000,0,0,0,Whiteout,0,0,0,"September 11, 2009",98,1,0,0,0,R,0,106,1,10275638
0,2975,30000000,1,0,0,Letters to Juliet,0,0,0,"May 14, 2010",105,0,1,0,0,PG,0,105,0,53032453
0,975,7000000,0,0,1,The Mighty Macs,0,0,0,"October 21, 2011",42,0,0,1,0,G,0,102,0,1891936
0,1213,18000000,0,0,0,Birdman,1,0,0,"October 17, 2014",182,1,0,1,1,R,0,119,0,42340598
1,3474,78000000,0,0,0,Daredevil,0,1,0,"February 14, 2003",154,0,0,0,0,PG-13,0,97,0,102543518
0,4004,120000000,0,0,0,Fantastic Four,0,1,0,"August 7, 2015",77,0,0,0,0,PG-13,0,100,1,56117548
0,1757,7000000,0,0,0,The Devil's Rejects,0,0,0,"July 22, 2005",35,1,0,0,0,R,0,101,1,17044981
0,3555,40000000,1,0,0,Blended,0,1,0,"May 23, 2014",98,0,0,0,0,PG-13,0,117,0,46294610
0,2701,45000000,0,0,0,Chicago,1,1,0,"December 27, 2002",252,0,0,1,1,PG-13,0,107,0,170687518
0,2361,72000000,0,0,0,The Majestic,0,0,0,"December 21, 2001",84,0,1,1,0,PG,0,152,0,27807266
0,1069,25000000,1,0,0,The Hoax,0,0,0,"April 6, 2007",56,1,0,0,0,R,0,115,0,7164995
1,3074,30000000,0,0,0,27 Dresses,0,1,0,"January 18, 2008",133,0,0,0,0,PG-13,0,107,0,76808654
0,2860,14000000,0,0,0,The Possession,0,1,0,"August 31, 2012",84,0,0,0,0,PG-13,0,91,1,49130154
0,3158,40000000,1,0,0,The Proposal,0,1,0,"June 19, 2009",140,0,0,0,0,PG-13,0,108,0,163958031
0,3607,190000000,1,0,0,World War Z,0,1,0,"June 21, 2013",112,0,0,0,0,PG-13,0,116,0,202359711
1,2815,20000000,0,0,1,The Jungle Book 2,0,0,0,"February 14, 2003",105,0,0,0,0,G,0,78,0,47901582
0,41,3000000,0,0,0,Christmas at Maxwell's,0,0,0,"December 1, 2006",14,0,1,1,0,PG,0,94,0,12781
0,3182,65000000,0,0,0,Step Brothers,0,0,0,"July 25, 2008",63,1,0,0,0,R,0,95,1,100468793
1,20,14200000,0,0,0,Manderlay,0,0,0,"January 27, 2006",56,0,0,0,0,Unrated,1,139,0,78378
0,2268,22000000,0,0,0,Open Range,0,0,0,"August 15, 2003",112,1,0,0,0,R,0,139,1,58331254
0,2474,40000000,0,1,0,Ray,1,1,0,"October 29, 2004",140,0,0,1,0,PG-13,0,152,0,75331600
1,2848,12000000,0,0,0,Catch That Kid,0,0,0,"February 6, 2004",98,0,1,0,0,PG,0,92,0,16703799
0,3499,60000000,0,0,0,Alvin and the Chipmunks,0,0,0,"December 14, 2007",175,0,1,1,0,PG,0,92,0,217326974
1,1821,35000000,0,0,0,Jersey Girl,0,1,0,"March 26, 2004",98,0,0,0,0,PG-13,0,103,0,25268157
0,1200,20000000,0,0,0,Marci X,0,0,0,"August 22, 2003",28,1,0,0,0,R,0,73,1,1648818
0,2808,20000000,0,0,0,Saw 3D,0,0,0,"October 29, 2010",35,1,0,1,0,R,0,91,0,45710178
0,3355,100000000,0,0,0,The Expendables 2,0,0,0,"August 17, 2012",98,1,0,0,0,R,0,102,1,85028192
0,230,65000,1,0,0,Super Size Me,0,1,0,"May 7, 2004",147,0,0,0,0,PG-13,0,98,0,11536423
0,125,22000000,0,0,0,Stone,0,0,0,"October 8, 2010",84,1,0,1,0,R,0,105,0,1810078
0,3638,34000000,0,0,0,The Maze Runner,0,1,0,"September 19, 2014",140,0,0,0,0,PG-13,0,113,1,102427862
0,3402,20000000,1,0,0,Scary Movie 5,0,1,0,"April 12, 2013",105,0,0,0,0,PG-13,0,85,0,32015787
1,59,13500000,0,0,0,The Caveman's Valentine,0,0,0,"March 2, 2001",105,1,0,0,0,R,0,106,0,687194
1,2900,12000000,0,0,0,Project Almanac,0,1,0,"January 30, 2015",56,0,0,0,0,PG-13,0,106,0,22348241
1,3004,15000000,0,0,0,When a Stranger Calls,0,1,0,"February 3, 2006",49,0,0,0,0,PG-13,0,100,0,47860214
1,2943,70000000,0,0,0,The Dilemma,0,1,0,"January 14, 2011",49,0,0,0,0,PG-13,0,118,0,48475290
0,3656,75000000,1,0,0,Anger Management,0,1,0,"April 11, 2003",133,0,0,0,0,PG-13,0,101,0,135645823
0,2877,15000000,0,0,0,Flicka,0,0,0,"October 20, 2006",112,0,1,1,0,PG,0,100,0,21000147
1,1602,20000000,0,0,0,ATL,0,1,0,"March 31, 2006",56,0,0,0,0,PG-13,0,100,0,21170563
0,983,4000000,0,0,0,The Gospel,0,0,0,"October 7, 2005",49,0,1,1,0,PG,0,93,0,15778152
0,2464,33100000,0,0,0,Rebound,0,0,0,"July 1, 2005",84,0,1,0,0,PG,0,103,1,16809014
0,3118,35000000,0,0,0,Abduction,0,1,0,"September 23, 2011",84,0,0,0,0,PG-13,0,106,1,28087155
0,1270,8000000,1,0,0,See No Evil,0,0,0,"May 19, 2006",49,1,0,0,0,R,0,84,0,15032800
0,2883,10000000,0,0,0,Skyline,0,1,0,"November 12, 2010",42,0,0,1,0,PG-13,0,100,0,21393620
0,1,5000,0,0,0,The Reception,0,0,0,"July 15, 2005",77,0,0,0,0,Unrated,1,71,1,18389
1,12,3000000,0,0,0,The Eclipse,0,0,0,"March 26, 2010",91,1,0,0,0,R,0,88,0,133411
1,2898,20000000,0,0,0,Date Movie,0,1,0,"February 17, 2006",105,0,0,0,0,PG-13,0,80,0,48548426
1,40,1000000,0,0,0,Church Ball,0,0,0,"March 17, 2006",98,0,1,0,0,PG,0,91,0,464991
0,3107,60000000,0,0,1,The Tale of Despereaux,0,0,0,"December 19, 2008",77,0,0,1,0,G,0,87,0,50877145
1,35,3000000,0,0,0,Dirty,0,0,0,"January 20, 2006",49,1,0,0,0,R,0,97,0,274245
0,2798,35000000,0,0,0,Nanny McPhee Returns,0,0,0,"August 20, 2010",70,0,1,0,0,PG,0,100,1,29011215
0,2986,48000000,1,0,0,The Happening,0,0,0,"June 13, 2008",98,1,0,0,0,R,0,91,0,64506874
0,2913,52000000,0,0,0,The Change-Up,0,0,0,"August 5, 2011",56,1,0,0,0,R,0,101,1,37081475
0,3083,35000000,0,0,0,The Nativity Story,0,0,0,"December 1, 2006",49,0,1,1,0,PG,0,100,0,37629831
0,42,7000000,1,0,0,Hesher,0,0,0,"May 13, 2011",84,1,0,0,0,R,0,109,0,382946
1,4136,175000000,0,0,0,Monsters Vs. Aliens,0,0,0,"March 27, 2009",154,0,1,0,0,PG,0,94,0,198351526
1,2148,25000000,0,0,0,Nanny McPhee,0,0,0,"January 27, 2006",98,0,1,0,0,PG,0,98,0,47144110
0,506,17000000,1,0,0,Away We Go,0,0,0,"June 5, 2009",77,1,0,0,0,R,0,98,0,9451946
1,2868,30000000,0,0,0,Welcome to Mooseport,0,1,0,"February 20, 2004",84,0,0,0,0,PG-13,0,115,0,14470947
0,2407,13000000,0,1,0,Black Swan,1,0,0,"December 3, 2010",154,1,0,1,0,R,0,103,0,106954678
0,3069,20000000,0,0,0,Superbad,0,0,0,"August 17, 2007",70,1,0,0,0,R,0,114,1,121463226
0,1761,10000000,1,0,0,Screwed,0,1,0,"May 12, 2000",28,0,0,0,0,PG-13,0,82,0,7027345
0,3215,6500000,0,0,0,Annabelle,0,0,0,"October 3, 2014",77,1,0,1,0,R,0,95,0,84273813
0,3028,61000000,0,0,0,2 Guns,0,0,0,"August 2, 2013",84,1,0,0,0,R,0,109,1,75612460
0,1837,20000000,0,0,0,Drumline,0,1,0,"December 13, 2002",140,0,0,1,0,PG-13,0,118,0,56399184
0,3220,80000000,0,0,0,S.W.A.T.,0,1,0,"August 8, 2003",119,0,0,0,0,PG-13,0,111,1,116934650
1,4,3500000,0,0,0,Defendor,0,0,0,"February 19, 2010",14,1,0,0,0,R,0,95,0,44462
0,3017,90000000,0,0,0,The Departed,1,0,0,"October 6, 2006",168,1,0,1,1,R,0,150,0,132384315
1,429,2200000,0,0,0,The Last Sin Eater,0,1,0,"February 9, 2007",14,0,0,0,0,PG-13,0,117,0,388390
1,3212,40000000,0,0,0,Get Hard,0,0,0,"March 27, 2015",105,1,0,0,0,R,0,100,0,90411453
1,3194,50000000,0,0,0,Muppets Most Wanted,0,0,0,"March 21, 2014",119,0,1,0,0,PG,0,112,0,51183113
0,3137,54000000,0,0,0,"You, Me and Dupree",0,1,0,"July 14, 2006",84,0,0,0,0,PG-13,0,108,1,75628110
0,19,12000000,0,0,0,Centurion,0,0,0,"August 27, 2010",35,1,0,0,0,R,0,97,1,123570
0,1703,14000000,1,0,0,An American Haunting,0,1,0,"May 5, 2006",84,0,0,0,0,PG-13,0,90,0,16298046
0,3674,137000000,1,0,0,Hulk,0,1,0,"June 20, 2003",119,0,0,0,0,PG-13,0,135,0,132177234
0,1,4000000,1,0,0,The Velocity of Gary,0,0,0,"April 30, 1999",7,1,0,0,0,R,0,100,0,2143
0,2551,10000000,1,0,0,MacGruber,0,0,0,"May 21, 2010",21,1,0,0,0,R,0,88,0,8525600
0,2159,14000000,0,0,0,A Perfect Getaway,0,0,0,"August 7, 2009",42,1,0,0,0,R,0,97,1,15515460
0,400,30000000,0,0,0,Luther,0,1,0,"September 26, 2003",84,0,0,0,0,PG-13,0,115,1,5791328
0,870,40000000,0,0,0,Marie Antoinette,0,1,0,"October 20, 2006",49,0,0,1,0,PG-13,0,118,0,15962471
1,2521,32000000,0,0,0,Repo Men,0,0,0,"March 19, 2010",35,1,0,0,0,R,0,111,0,13794835
0,3683,200000000,0,0,0,A Christmas Carol (2009),0,0,0,"November 6, 2009",91,0,1,1,0,PG,0,96,0,137855863
0,999,21000000,0,0,0,The Royal Tenenbaums,0,0,0,"December 14, 2001",189,1,0,1,0,R,0,109,0,52364010
0,1143,19000000,0,0,0,Pan's Labyrinth,0,0,0,"December 29, 2006",168,1,0,1,0,R,0,112,0,37634615
0,2799,40000000,0,0,0,Shallow Hal,0,1,0,"November 9, 2001",147,0,0,1,0,PG-13,0,113,0,70839203
0,1077,35000000,0,0,0,Revolutionary Road,0,0,0,"December 26, 2008",98,1,0,1,0,R,0,119,0,22911480
0,3121,40000000,0,0,0,The Final Destination,0,0,0,"August 28, 2009",91,1,0,0,0,R,0,82,1,66477700
0,42,4000000,0,0,0,MirrorMask,0,0,0,"September 30, 2005",77,0,1,0,0,PG,0,101,1,866999
1,3062,25000000,0,0,0,Dear John,0,1,0,"February 5, 2010",84,0,0,0,0,PG-13,0,108,0,80014842
0,2195,8000000,1,0,0,Akeelah and the Bee,0,0,0,"April 28, 2006",84,0,1,0,0,PG,0,112,0,18848430
