Q1,NumTheaters,ProductionBudget,Q2,Nom,G,Title,Oscar,PG13,NC17,ReleaseDate,ReleaseLength,R,PG,Q4,Win,Rating,Unrated,Runtime,Q3,TotalBoxOffice
0,924,16000000,1,0,0,Moonrise Kingdom,0,1,0,"May 25, 2012",161,0,0,0,0,PG-13,0,93,0,45512466
0,3380,55000000,1,0,0,Date Night,0,1,0,"April 9, 2010",154,0,0,0,0,PG-13,0,88,0,98711404
0,3108,35000000,0,0,0,Secretariat,0,0,0,"October 8, 2010",126,0,1,1,0,PG,0,116,0,59713955
0,3418,76000000,1,0,0,2 Fast 2 Furious,0,1,0,"June 6, 2003",133,0,0,0,0,PG-13,0,101,0,127154901
0,170,3200000,1,0,0,Beginners,0,0,0,"June 3, 2011",98,1,0,0,0,R,0,104,0,5790894
0,2449,32000000,1,0,0,Laws of Attraction,0,1,0,"April 30, 2004",49,0,0,0,0,PG-13,0,87,0,17871255
0,1920,100000000,0,0,0,Blood Diamond,0,0,0,"December 8, 2006",126,1,0,1,0,R,0,138,0,57377916
0,2912,35000000,0,0,0,Sky High,0,0,0,"July 29, 2005",126,0,1,0,0,PG,0,102,1,63946815
0,1,135000,0,0,0,The Tunnel (2011),0,0,0,"August 5, 2011",14,0,0,0,0,Unrated,1,90,1,1532
0,3365,65000000,0,0,0,Due Date,0,0,0,"November 5, 2010",84,1,0,1,0,R,0,95,0,100539043
0,6,12000000,0,0,0,5 Days of War,0,0,0,"August 19, 2011",28,1,0,0,0,R,0,113,1,17479
0,2270,72000000,0,0,0,The Last Castle,0,0,0,"October 19, 2001",63,1,0,1,0,R,0,133,0,18244060
1,2901,14000000,0,0,0,Hot Tub Time Machine 2,0,0,0,"February 20, 2015",35,1,0,0,0,R,0,93,0,12314651
0,2749,26000000,0,0,1,The Princess Diaries,0,0,0,"August 3, 2001",168,0,0,0,0,G,0,114,1,108248956
0,3134,35000000,0,0,0,Horrible Bosses,0,0,0,"July 8, 2011",112,1,0,0,0,R,0,100,1,117538559
0,1,50000,0,0,0,Issues,0,0,0,"October 6, 2006",7,0,0,1,0,Unrated,1,87,0,783
0,2467,1200000,0,0,0,Saw,0,0,0,"October 29, 2004",63,1,0,1,0,R,0,100,0,55185045
0,688,8000000,0,0,0,The Good Girl,0,0,0,"August 7, 2002",126,1,0,0,0,R,0,93,1,14018296
0,2763,25000000,0,0,0,The House Bunny,0,1,0,"August 22, 2008",56,0,0,0,0,PG-13,0,94,1,48237389
1,1,250000,0,0,0,FAQs,0,0,0,"February 3, 2006",7,0,0,0,0,Unrated,1,90,0,1967
1,32,1600000,0,0,0,Bubble,0,0,0,"January 27, 2006",28,1,0,0,0,R,0,72,0,145626
0,2089,14000000,0,1,0,Brokeback Mountain,1,0,0,"December 9, 2005",133,1,0,1,0,R,0,135,0,83043761
0,3842,90000000,1,0,1,Rio,0,0,0,"April 15, 2011",147,0,0,0,0,G,0,96,0,143619809
1,1803,20000000,0,0,0,Boat Trip,0,0,0,"March 21, 2003",49,1,0,0,0,R,0,95,0,8600126
1,2514,45000000,0,0,0,Last Holiday,0,1,0,"January 13, 2006",56,0,0,0,0,PG-13,0,112,0,38399961
1,69,5000000,0,0,0,Intermission,0,0,0,"March 19, 2004",84,1,0,0,0,R,0,103,0,896993
0,141,2000000,1,1,0,Winter's Bone,1,0,0,"June 11, 2010",315,1,0,0,0,R,0,100,0,6531503
0,20,4500000,0,0,0,Life During Wartime,0,0,0,"July 23, 2010",63,1,0,0,0,R,0,98,1,281447
0,2517,38000000,0,0,0,Joe Somebody,0,0,0,"December 21, 2001",105,0,1,1,0,PG,0,98,0,22771646
0,565,20000000,0,0,0,Not Fade Away,0,0,0,"December 21, 2012",35,1,0,1,0,R,0,112,0,610792
0,2353,26000000,0,0,0,Self/Less,0,1,0,"July 10, 2015",49,0,0,0,0,PG-13,0,117,1,12279691
1,2523,20000000,0,0,0,Daybreakers,0,0,0,"January 8, 2010",35,1,0,0,0,R,0,98,0,30101577
1,3323,50100000,0,0,0,Focus (2015),0,0,0,"February 27, 2015",70,1,0,0,0,R,0,104,0,53862963
0,2642,20000000,0,0,0,Disaster Movie,0,1,0,"August 29, 2008",56,0,0,0,0,PG-13,0,90,1,14190901
0,64,20000000,1,0,0,The Game of Their Lives,0,0,0,"April 22, 2005",56,0,1,0,0,PG,0,101,0,375750
1,3103,60000000,0,0,0,Gangster Squad,0,0,0,"January 11, 2013",84,1,0,0,0,R,0,113,0,46000903
0,2730,8000000,1,0,0,Prom,0,0,0,"April 29, 2011",56,0,1,0,0,PG,0,103,0,10130219
1,14,1300000,0,0,0,Journey from the Fall,0,0,0,"March 23, 2007",189,1,0,0,0,R,0,137,0,641039
0,1912,25000000,1,0,0,The Honeymooners,0,1,0,"June 10, 2005",63,0,0,0,0,PG-13,0,85,0,12843849
0,822,6500000,0,0,0,Narc,0,0,0,"December 20, 2002",91,1,0,1,0,R,0,102,0,10465659
0,2665,12500000,0,0,0,Sorority Row,0,0,0,"September 11, 2009",56,1,0,0,0,R,0,101,1,11965282
0,2250,58000000,0,0,0,A Beautiful Mind,1,1,0,"December 21, 2001",161,0,0,1,1,PG-13,0,136,0,170742341
1,2737,40000000,0,0,0,One For the Money,0,1,0,"January 27, 2012",77,0,0,0,0,PG-13,0,91,0,26414527
0,437,21000000,0,0,0,Moonlight Mile,0,1,0,"September 27, 2002",105,0,0,0,0,PG-13,0,111,1,6835856
0,916,18000000,0,1,0,127 Hours,1,0,0,"November 5, 2010",161,1,0,1,0,R,0,93,0,18335230
0,2293,65000000,0,1,0,Lincoln,1,1,0,"November 9, 2012",168,0,0,1,0,PG-13,0,145,0,182207973
0,2450,30000000,1,0,0,Splice,0,0,0,"June 4, 2010",63,1,0,0,0,R,0,104,0,17010170
0,2647,12000000,0,0,0,Step Up,0,1,0,"August 11, 2006",70,0,0,0,0,PG-13,0,98,1,65328121
0,31,1000000,0,0,0,The Future,0,0,0,"July 29, 2011",140,1,0,0,0,R,0,91,1,568662
0,3188,40000000,0,0,0,Dumb and Dumber To,0,1,0,"November 14, 2014",91,0,0,1,0,PG-13,0,110,0,86208010
0,3002,35000000,1,0,0,Furry Vengeance,0,0,0,"April 30, 2010",77,0,1,0,0,PG,0,92,0,17630465
0,2067,35000000,0,0,0,A Good Year,0,1,0,"November 10, 2006",77,0,0,1,0,PG-13,0,118,0,7459300
0,95,25000000,0,0,0,Where the Truth Lies,0,0,0,"October 7, 2005",56,1,0,1,0,R,0,108,0,872142
0,2636,20000000,0,0,0,My Best Friend's Girl,0,0,0,"September 19, 2008",35,1,0,0,0,R,0,101,1,19219250
1,1801,12000000,0,0,0,Sorority Boys,0,0,0,"March 22, 2002",91,1,0,0,0,R,0,93,0,10200032
1,288,7000000,0,0,0,Bride and Prejudice,0,1,0,"February 11, 2005",105,0,0,0,0,PG-13,0,111,0,6605592
0,3793,125000000,1,0,0,Fast Five,0,1,0,"April 29, 2011",105,0,0,0,0,PG-13,0,130,0,209837675
1,1895,40000000,0,0,0,A Thousand Words,0,1,0,"March 9, 2012",84,0,0,0,0,PG-13,0,91,0,18450127
0,3146,52000000,1,0,0,The Break-Up,0,1,0,"June 2, 2006",98,0,0,0,0,PG-13,0,106,0,118703275
0,3407,110000000,0,0,0,Ender's Game,0,1,0,"November 1, 2013",70,0,0,1,0,PG-13,0,114,0,61737191
0,2702,40000000,1,0,0,Get Him to the Greek,0,0,0,"June 4, 2010",70,1,0,0,0,R,0,109,0,60974475
0,28,4000000,1,0,0,Trust (2011),0,0,0,"April 1, 2011",21,1,0,0,0,R,0,105,0,120016
0,191,23000000,1,0,0,Cheri,0,0,0,"June 26, 2009",63,1,0,0,0,R,0,100,0,2715657
0,3482,80000000,0,0,0,Zookeeper,0,0,0,"July 8, 2011",112,0,1,0,0,PG,0,104,1,80360843
0,2422,3000000,0,0,0,Don Jon,0,0,0,"September 27, 2013",105,1,0,0,0,R,0,90,1,24477704
1,3185,60000000,0,0,0,Starsky and Hutch,0,1,0,"March 5, 2004",126,0,0,0,0,PG-13,0,97,0,88237754
0,3447,84000000,1,0,0,Scooby-Doo,0,0,0,"June 14, 2002",140,0,1,0,0,PG,0,86,0,153294164
0,3290,46000000,0,0,0,Prisoners,0,0,0,"September 20, 2013",77,1,0,0,0,R,0,146,1,61002302
0,3425,94000000,1,0,1,Finding Nemo,0,0,0,"May 30, 2003",203,0,0,0,0,G,0,104,0,339714978
0,905,12500000,0,0,0,The Matador,0,0,0,"December 30, 2005",91,1,0,1,0,R,0,96,0,12594698
0,2821,20000000,1,0,0,Prom Night (2008),0,1,0,"April 11, 2008",49,0,0,0,0,PG-13,0,88,0,43869350
0,3171,23600000,0,0,0,Zombieland,0,0,0,"October 2, 2009",77,1,0,1,0,R,0,81,0,75590286
1,2320,60000000,0,0,0,Coraline,0,0,0,"February 6, 2009",147,0,1,0,0,PG,0,100,0,75286229
0,1010,6500000,1,0,0,Friends with Money,0,0,0,"April 7, 2006",133,1,0,0,0,R,0,87,0,13368437
1,3936,85000000,0,0,0,Divergent,0,1,0,"March 21, 2014",112,0,0,0,0,PG-13,0,143,0,150947895
0,17,10000000,1,0,0,Close Your Eyes,0,0,0,"April 23, 2004",14,1,0,0,0,R,0,108,0,41392
1,3525,195000000,0,0,0,Jack the Giant Slayer,0,1,0,"March 1, 2013",105,0,0,0,0,PG-13,0,114,0,65187603
0,3120,7000000,1,0,0,Magic Mike,0,0,0,"June 29, 2012",91,1,0,0,0,R,0,110,0,113721571
0,1974,17000000,0,0,0,Lottery Ticket,0,1,0,"August 20, 2010",77,0,0,0,0,PG-13,0,99,1,24719879
0,3111,40000000,1,0,0,House of Wax,0,0,0,"May 6, 2005",84,1,0,0,0,R,0,110,0,32064800
0,3202,130000000,0,0,0,Bad Boys II,0,0,0,"July 18, 2003",126,1,0,0,0,R,0,147,1,138608444
0,2347,25000000,0,0,0,Abandon,0,1,0,"October 18, 2002",63,0,0,1,0,PG-13,0,99,0,10727683
0,1480,15000000,0,0,0,Seven Psychopaths,0,0,0,"October 12, 2012",70,1,0,1,0,R,0,109,0,15024049
0,2584,15000000,0,0,0,The King's Speech,1,0,0,"November 26, 2010",126,1,0,1,1,R,0,118,0,135453143
0,3401,60000000,0,0,0,Alien Vs. Predator,0,1,0,"August 13, 2004",112,0,0,0,0,PG-13,0,87,1,80282231
0,3110,100000000,0,0,0,American Gangster,0,0,0,"November 2, 2007",91,1,0,1,0,R,0,160,0,130164645
0,1407,8000000,1,0,0,28 Days Later,0,0,0,"June 27, 2003",126,1,0,0,0,R,0,113,0,45064915
0,3674,45000000,1,0,0,Scary Movie 4,0,1,0,"April 14, 2006",112,0,0,0,0,PG-13,0,83,0,90710620
0,3505,48000000,0,0,0,Scary Movie 3,0,1,0,"October 24, 2003",119,0,0,1,0,PG-13,0,90,0,110003217
0,2209,26000000,1,0,0,The Raven,0,0,0,"April 27, 2012",77,1,0,0,0,R,0,103,0,16008272
0,42,8000000,0,0,0,I Capture the Castle,0,0,0,"July 11, 2003",84,1,0,0,0,R,0,113,1,1179035
0,3518,37000000,1,0,0,Nim's Island,0,0,0,"April 4, 2008",147,0,1,0,0,PG,0,95,0,48006762
0,2888,28000000,0,0,0,30 Minutes or Less,0,0,0,"August 12, 2011",49,1,0,0,0,R,0,83,1,37053924
0,2277,32000000,0,0,0,Dragon Wars,0,1,0,"September 14, 2007",35,0,0,0,0,PG-13,0,90,1,10977721
0,1543,5000000,0,0,0,The Green Inferno,0,0,0,"September 25, 2015",42,1,0,0,0,R,0,100,1,7192291
0,2739,10000000,0,0,0,The Banger Sisters,0,0,0,"September 20, 2002",98,1,0,0,0,R,0,94,1,30307416
0,3804,100000000,0,0,0,Happy Feet,0,0,0,"November 17, 2006",175,0,1,1,0,PG,0,108,0,198000317
0,3434,50000000,0,0,0,Into The Storm,0,1,0,"August 8, 2014",105,0,0,0,0,PG-13,0,89,1,47602194
0,2772,49900000,1,0,0,Your Highness,0,0,0,"April 8, 2011",42,1,0,0,0,R,0,102,0,21596445
0,37,780000,0,0,0,Saints and Soldiers,0,1,0,"August 6, 2004",294,0,0,0,0,PG-13,0,90,1,1310470
0,2609,107000000,1,0,0,The Alamo (2004),0,1,0,"April 9, 2004",105,0,0,0,0,PG-13,0,137,0,22414961
0,3651,100000000,0,0,0,The Other Guys,0,1,0,"August 6, 2010",105,0,0,0,0,PG-13,0,107,1,119219978
1,3575,70000000,0,0,0,Hitch,0,1,0,"February 11, 2005",119,0,0,0,0,PG-13,0,115,0,179495555
0,237,32000000,1,0,0,The Tree of Life,0,1,0,"May 27, 2011",154,0,0,0,0,PG-13,0,138,0,13303319
0,3102,30000000,0,0,0,Kill Bill Vol. 1,0,0,0,"October 10, 2003",231,1,0,1,0,R,0,110,0,70099045
0,4366,185000000,0,0,0,The Dark Knight,0,1,0,"July 18, 2008",231,0,0,0,0,PG-13,0,150,1,533345358
0,3754,163000000,0,0,0,Cowboys & Aliens,0,1,0,"July 29, 2011",98,0,0,0,0,PG-13,0,118,1,100240551
0,2447,22000000,0,0,0,Derailed,0,0,0,"November 11, 2005",98,1,0,1,0,R,0,106,0,36024076
0,3020,50000000,0,0,0,"Crazy, Stupid, Love.",0,1,0,"July 29, 2011",119,0,0,0,0,PG-13,0,107,1,84351197
0,2017,19000000,0,0,0,The Switch,0,1,0,"August 20, 2010",91,0,0,0,0,PG-13,0,100,1,27779426
0,3424,50000000,1,0,0,Super 8,0,1,0,"June 10, 2011",112,0,0,0,0,PG-13,0,112,0,127004179
1,3620,110000000,0,0,0,Ghost Rider,0,1,0,"February 16, 2007",77,0,0,0,0,PG-13,0,110,0,115802596
0,2323,20500000,0,0,0,Pulse,0,1,0,"August 11, 2006",63,0,0,0,0,PG-13,0,90,1,20264436
0,207,3000000,0,0,0,Love's Abiding Joy,0,0,0,"October 6, 2006",21,0,1,1,0,PG,0,87,0,252726
0,2860,10000000,0,0,0,SwimFan,0,1,0,"September 6, 2002",91,0,0,0,0,PG-13,0,86,1,28564995
0,3424,43000000,1,0,0,Monster-in-Law,0,1,0,"May 13, 2005",119,0,0,0,0,PG-13,0,95,0,82931301
0,3020,65000000,0,0,0,Astro Boy,0,0,0,"October 23, 2009",91,0,1,1,0,PG,0,94,0,19551067
1,3030,42000000,0,0,0,Red Riding Hood,0,1,0,"March 11, 2011",77,0,0,0,0,PG-13,0,100,0,37662162
1,2400,23000000,0,0,0,Chasing Liberty,0,1,0,"January 9, 2004",56,0,0,0,0,PG-13,0,111,0,12195626
0,2002,700000,1,0,0,Dope,0,0,0,"June 19, 2015",91,1,0,0,0,R,0,115,0,17506470
0,3180,30000000,0,0,0,District 9,0,0,0,"August 14, 2009",84,1,0,0,0,R,0,113,1,115646235
0,3494,120000000,0,0,0,"I, Robot",0,1,0,"July 16, 2004",168,0,0,0,0,PG-13,0,105,1,144801023
0,3752,165000000,0,0,0,Wreck-It Ralph,0,0,0,"November 2, 2012",182,0,1,1,0,PG,0,108,0,189422889
0,2001,12000000,1,0,0,From Justin to Kelly,0,0,0,"June 20, 2003",35,0,1,0,0,PG,0,81,0,4928883
0,3088,15000000,0,0,0,Halloween II (2009),0,0,0,"August 28, 2009",91,1,0,0,0,R,0,101,1,33392973
0,3733,60000000,0,0,0,The Village,0,1,0,"July 30, 2004",126,0,0,0,0,PG-13,0,108,1,114197520
1,2913,45000000,0,0,0,The Last Stand,0,0,0,"January 18, 2013",42,1,0,0,0,R,0,107,0,12050299
1,2707,40000000,0,0,0,The Lincoln Lawyer,0,0,0,"March 18, 2011",126,1,0,0,0,R,0,119,0,58009200
0,396,30000000,0,0,0,The Quiet American,0,0,0,"November 22, 2002",259,1,0,1,0,R,0,118,0,12988801
0,5,15000,1,0,0,Breaking Upwards,0,0,0,"April 2, 2010",49,0,0,0,0,Unrated,1,89,0,77389
1,2609,50000000,0,0,1,Curious George,0,0,0,"February 10, 2006",84,0,0,0,0,G,0,86,0,58360760
0,3074,70000000,0,0,0,Couples Retreat,0,1,0,"October 9, 2009",119,0,0,1,0,PG-13,0,107,0,109204945
0,2213,21000000,0,0,0,Swing Vote,0,1,0,"August 1, 2008",77,0,0,0,0,PG-13,0,100,1,16289867
0,3515,37000000,0,0,0,Dolphin Tale,0,0,0,"September 23, 2011",126,0,1,0,0,PG,0,112,1,72286779
0,2936,26000000,0,0,0,The Best of Me,0,1,0,"October 17, 2014",91,0,0,1,0,PG-13,0,117,0,26766213
0,3041,25000000,1,0,0,Rugrats Go Wild,0,0,0,"June 13, 2003",105,0,1,0,0,PG,0,81,0,39402572
0,24,15000000,0,0,0,Buffalo Soldiers,0,0,0,"July 25, 2003",70,1,0,0,0,R,0,98,1,354421
0,2459,25000000,1,0,0,Dance Flick,0,1,0,"May 22, 2009",63,0,0,0,0,PG-13,0,83,0,25662155
1,3776,75000000,0,0,0,Robots,0,0,0,"March 11, 2005",182,0,1,0,0,PG,0,90,0,128200012
1,3355,55000000,0,0,0,Paddington,0,0,0,"January 16, 2015",154,0,1,0,0,PG,0,95,0,76223578
0,2502,30000000,1,0,0,A Lot Like Love,0,1,0,"April 22, 2005",77,0,0,0,0,PG-13,0,97,0,21845719
1,1811,20000000,0,0,0,Fired Up,0,1,0,"February 20, 2009",49,0,0,0,0,PG-13,0,90,0,17231291
1,3454,105000000,0,0,0,"10,000 B.C.",0,1,0,"March 7, 2008",105,0,0,0,0,PG-13,0,109,0,94784201
1,1020,6500000,0,0,0,Thank You for Smoking,0,0,0,"March 17, 2006",182,1,0,0,0,R,0,92,0,24793509
0,517,20000000,0,0,0,Proof,0,1,0,"September 16, 2005",70,0,0,0,0,PG-13,0,99,1,7535331
0,2756,19000000,0,0,0,Without a Paddle,0,1,0,"August 20, 2004",147,0,0,0,0,PG-13,0,99,1,58169327
1,750,44000000,0,0,0,Isn't She Great,0,0,0,"January 28, 2000",28,1,0,0,0,R,0,96,0,2962465
1,2441,23000000,0,0,0,Haywire,0,0,0,"January 20, 2012",63,1,0,0,0,R,0,93,0,18942396
0,1304,9000000,0,0,0,Undiscovered,0,1,0,"August 26, 2005",14,0,0,0,0,PG-13,0,92,1,1069318
0,2,30000,0,0,0,Down Terrace,0,0,0,"October 15, 2010",21,1,0,1,0,R,0,89,0,9812
1,3411,25000000,0,0,0,Cloverfield,0,1,0,"January 18, 2008",84,0,0,0,0,PG-13,0,84,0,80048433
0,2936,25000000,1,0,0,The Losers,0,1,0,"April 23, 2010",63,0,0,0,0,PG-13,0,98,0,23591432
1,2838,27000000,0,0,0,Limitless,0,1,0,"March 18, 2011",112,0,0,0,0,PG-13,0,105,0,79249455
0,69,6000000,0,0,0,"Surfer, Dude",0,0,0,"September 5, 2008",21,1,0,0,0,R,0,88,1,52132
0,203,6000000,0,0,0,The Guard,0,0,0,"July 29, 2011",196,1,0,0,0,R,0,96,1,5360274
0,3886,175000000,1,0,0,Up,0,0,0,"May 29, 2009",161,0,1,0,0,PG,0,96,0,293004164
0,1379,7000000,1,0,0,Redbelt,0,0,0,"May 2, 2008",77,1,0,0,0,R,0,99,0,2345941
0,2341,25000000,0,0,0,Igor,0,0,0,"September 19, 2008",126,0,1,0,0,PG,0,86,1,19528602
1,2465,15000000,0,0,0,The Hills Have Eyes 2,0,0,0,"March 23, 2007",77,1,0,0,0,R,0,89,0,20804166
0,245,5000000,1,0,0,Everything Must Go,0,0,0,"May 13, 2011",126,1,0,0,0,R,0,100,0,2711643
1,120,12000000,0,0,0,Married Life,0,1,0,"March 7, 2008",119,0,0,0,0,PG-13,0,90,0,1507990
0,226,15000000,0,0,0,"Kiss Kiss, Bang Bang",0,0,0,"October 21, 2005",84,1,0,1,0,R,0,102,0,4243756
1,3665,52000000,0,0,0,Valentine's Day,0,1,0,"February 12, 2010",84,0,0,0,0,PG-13,0,117,0,110485654
1,1959,17000000,0,0,0,Beastly,0,1,0,"March 4, 2011",77,0,0,0,0,PG-13,0,95,0,27865571
0,2925,100000000,0,0,0,What Lies Beneath,0,1,0,"July 21, 2000",196,0,0,0,0,PG-13,0,130,1,155464351
1,3111,80000000,0,0,0,The Book of Eli,0,0,0,"January 15, 2010",119,1,0,0,0,R,0,118,0,94835059
0,143,15000000,0,0,0,"Lust, Caution",0,0,1,"September 28, 2007",119,0,0,0,0,NC-17,0,158,1,4604982
0,2579,12000000,0,0,0,Employee of the Month,0,1,0,"October 6, 2006",56,0,0,1,0,PG-13,0,103,0,28444855
0,3464,60000000,0,0,0,The Boxtrolls,0,0,0,"September 26, 2014",133,0,1,0,0,PG,0,97,1,50837305
0,1437,4000000,0,0,0,The Rules of Attraction,0,0,0,"October 11, 2002",42,1,0,1,0,R,0,110,0,6532619
0,3219,130000000,1,0,0,Kingdom of Heaven,0,0,0,"May 6, 2005",119,1,0,0,0,R,0,145,0,47398413
0,441,100000,0,0,0,Facing the Giants,0,0,0,"September 29, 2006",119,0,1,0,0,PG,0,111,1,10178331
0,8,500000,1,0,0,The Great New Wonderful,0,0,0,"June 23, 2006",98,1,0,0,0,R,0,87,0,150142
0,2974,8000000,0,0,0,Easy A,0,1,0,"September 17, 2010",98,0,0,0,0,PG-13,0,92,1,58401464
0,2170,60000000,0,0,0,Invictus,0,1,0,"December 11, 2009",105,0,0,1,0,PG-13,0,132,0,37491364
0,2874,1800000,0,0,0,The Last Exorcism,0,1,0,"August 27, 2010",42,0,0,0,0,PG-13,0,100,1,41034350
0,2992,80000000,0,0,0,Surrogates,0,1,0,"September 25, 2009",70,0,0,0,0,PG-13,0,89,1,38577772
0,2698,85000000,0,0,0,The Holiday,0,1,0,"December 8, 2006",56,0,0,1,0,PG-13,0,136,0,63224849
0,1572,10000000,0,0,0,Turistas,0,0,0,"December 1, 2006",56,1,0,1,0,R,0,92,0,7027762
0,3031,12000000,0,0,0,Paper Towns,0,1,0,"July 24, 2015",84,0,0,0,0,PG-13,0,109,1,32000304
1,2615,4000000,0,0,0,The Boy Next Door,0,0,0,"January 23, 2015",49,1,0,0,0,R,0,91,0,35423380
0,1359,20000000,0,0,0,The Last Kiss (2006),0,0,0,"September 15, 2006",42,1,0,0,0,R,0,104,1,11614790
0,2976,30000000,0,0,0,Larry Crowne,0,1,0,"July 1, 2011",49,0,0,0,0,PG-13,0,99,1,35608245
0,3237,28000000,0,0,0,Last Vegas,0,1,0,"November 1, 2013",112,0,0,1,0,PG-13,0,90,0,63914167
1,2985,37000000,0,0,0,The Rite,0,1,0,"January 28, 2011",70,0,0,0,0,PG-13,0,112,0,33047633
0,2042,20000000,0,0,0,Let Me In,0,0,0,"October 1, 2010",70,1,0,1,0,R,0,115,0,12134935
0,883,50000000,0,0,0,Pirate Radio,0,0,0,"November 13, 2009",56,1,0,1,0,R,0,115,0,8017917
0,2951,35000000,0,0,0,School of Rock,0,1,0,"October 3, 2003",154,0,0,1,0,PG-13,0,110,0,81261177
0,387,250000,1,0,0,Better Luck Tomorrow,0,0,0,"April 11, 2003",77,1,0,0,0,R,0,98,0,3802390
0,1110,5000000,0,1,0,Dallas Buyers Club,1,0,0,"November 1, 2013",182,1,0,1,0,R,0,117,0,27298285
